,cpu,screen_size,ram,graphic_ram,hdd,ssd,prices,is_unified,company
1105,Core i7,14.0,16,2.0,0,512,37666900,0,asus
1106,Ryzen 7,15.6,16,4.0,1000,256,40467000,0,lenovo
1108,Core i9,16.0,32,8.0,0,1000,114749000,0,dell
1111,Core i7,15.6,8,2.0,0,512,28400000,0,asus
1112,Core i7,15.6,32,6.0,0,1000,49799000,0,lenovo
1113,Ryzen 5,15.6,8,2.0,1000,1000,19670000,0,lenovo
1114,Ryzen 7,15.6,8,2.0,1000,0,21479000,0,lenovo
1115,Core i7,16.0,16,4.0,0,1000,54912300,0,asus
1117,Core i5,15.6,32,4.0,0,1000,38700000,0,asus
1118,Core i3,15.6,8,0.0,1000,1000,15840000,1,acer
1120,Ryzen 7,15.6,16,8.0,0,1000,79500000,0,asus
1122,Core i7,15.6,16,4.0,0,512,47100000,0,lenovo
1123,Core i5,14.0,4,0.0,320,0,6500000,1,lenovo
1124,Core i3,14.0,4,2.0,0,256,26421525,0,asus
1127,Core i5,15.6,8,4.0,0,256,12700000,0,hp
1132,Core i5,15.6,8,2.0,1000,512,26033000,0,lenovo
1133,Core i5,15.6,32,4.0,0,512,36500000,0,hp
1135,Core i3,15.6,8,0.0,1000,256,15099000,1,acer
1137,Ryzen 5,15.6,16,6.0,0,512,55479000,0,lenovo
1138,Core i5,14.0,8,2.0,256,256,17900000,0,lenovo
1140,Ryzen 5,15.6,8,0.0,0,512,24300000,1,asus
1143,Core i7,16.0,16,4.0,0,1000,59610000,0,lenovo
1144,Core i7,16.0,16,8.0,0,512,82612300,0,asus
1145,Ryzen 5,15.6,8,0.0,512,512,22790000,1,asus
1146,Core i9,16.0,64,16.0,0,1000,263979000,0,asus
1147,Core i7,14.4,32,4.0,0,1000,146399000,0,microsoft
1150,Core i7,97.0,32,6.0,0,512,32000000,0,hp
1152,Core i5,15.6,8,4.0,0,512,37000000,0,asus
1153,Core i7,15.6,32,6.0,0,1000,50990000,0,other
1154,Core i7,15.6,24,2.0,0,1000,37000000,0,asus
1155,Core i5,15.6,8,2.0,0,512,32660000,0,dell
1156,Core i9,18.0,32,8.0,0,2000,128979000,0,asus
1157,Core i5,15.6,8,4.0,0,512,41970000,0,asus
1159,Core i7,17.3,32,8.0,0,2000,143960000,0,msi
1160,Core i7,14.4,32,4.0,0,1000,142600000,0,other
1164,M2,14.0,64,0.0,0,1000,187900000,1,apple
1165,Core i5,15.6,16,4.0,0,512,42492000,0,hp
1166,Core i3,15.6,4,2.0,1000,0,13000000,0,lenovo
1167,Core i5,14.0,16,8.0,0,256,13800000,0,dell
1172,Ryzen 5,15.6,16,4.0,0,1000,38500000,0,lenovo
1173,Core i7,15.6,8,2.0,0,256,11300000,0,lenovo
